obs_rms_mean,obs_rms_std,param_noise_stddev,reference_Q_mean,reference_Q_std,reference_action_mean,reference_action_std,reference_actor_Q_mean,reference_actor_Q_std,reference_perturbed_action_mean,reference_perturbed_action_std,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,rollout/episode_steps,rollout/episodes,rollout/return,rollout/return_history,rollout/return_history_std,rollout/return_std,total/duration,total/episodes,total/epochs,total/steps,total/steps_per_second,train/loss_actor,train/loss_critic,train/param_noise_distance
0.0,1.0,0.17056425244126316,-45.77735900878906,17.9957332611084,-0.6672797203063965,0.5995318293571472,-44.962215423583984,18.602886199951172,-0.7398564219474792,0.4238702058792114,-19.211240768432617,-0.09396744519472122,0.6725941896438599,200.0,10.0,-1524.0882568359375,-1524.0882568359375,140.00677490234375,140.00677490234375,3.955596685409546,10.0,1,2000,505.6127201686459,43.930606842041016,23.453027725219727,0.4830963611602783
0.0,1.0,0.15440959267203633,-84.67860412597656,31.792478561401367,-0.8636533617973328,0.4670211970806122,-83.11339569091797,32.62730026245117,-0.8311682939529419,0.46162065863609314,-41.710391998291016,-0.4756801426410675,0.6614139080047607,200.0,20.0,-1429.8157958984375,-1429.8157958984375,171.98873901367188,171.98873901367188,7.690240859985352,20.0,2,4000,520.1397554156216,81.07959747314453,37.101219177246094,0.38930684328079224
0.0,1.0,0.14259466822295333,-118.10873413085938,40.514652252197266,-0.8572739362716675,0.4909183084964752,-116.28486633300781,41.98164749145508,-0.9180536270141602,0.309836208820343,-57.824989318847656,-0.5714191794395447,0.645179271697998,200.0,30.0,-1395.11474609375,-1395.11474609375,209.70668029785156,209.70668029785156,11.699532270431519,30.0,3,6000,512.8410146073899,115.78689575195312,61.11161804199219,0.10975631326436996
0.0,1.0,0.12908909295101373,-153.9451446533203,33.5828857421875,-0.8700105547904968,0.4748004972934723,-152.7627716064453,34.7038688659668,-0.8083822727203369,0.5455576181411743,-72.55220031738281,-0.5732508301734924,0.6653292775154114,200.0,40.0,-1355.0133056640625,-1355.0133056640625,214.486083984375,214.486083984375,15.577643156051636,40.0,4,8000,513.5565065818151,145.3342742919922,159.72276306152344,0.2248823344707489
0.0,1.0,0.12654552784140155,-182.80673217773438,35.529296875,-0.8206301927566528,0.5439023375511169,-181.77713012695312,36.918888092041016,-0.8832498788833618,0.43799665570259094,-89.2618408203125,-0.5979623794555664,0.6607884168624878,200.0,50.0,-1311.7967529296875,-1311.7967529296875,236.62579345703125,236.62579345703125,19.346765279769897,50.0,5,10000,516.8822723277974,175.40650939941406,146.8450927734375,0.2273513227701187
0.0,1.0,0.12160776493778987,-207.55978393554688,38.66139602661133,-0.8631665706634521,0.48801687359809875,-206.41232299804688,40.43842697143555,-0.853367805480957,0.486782431602478,-107.27471160888672,-0.6505722403526306,0.6313737630844116,200.0,60.0,-1302.6510009765625,-1302.6510009765625,220.9816131591797,220.9816131591797,22.98779845237732,60.0,6,12000,522.0160610360233,201.6815948486328,202.80572509765625,0.4379205107688904
0.0,1.0,0.11230273064362171,-230.334228515625,36.809059143066406,-0.8432140350341797,0.5219265222549438,-229.5115966796875,38.49510192871094,-0.8248031735420227,0.5267336964607239,-123.55615997314453,-0.6803350448608398,0.6138360500335693,200.0,70.0,-1297.506591796875,-1297.506591796875,214.5250701904297,214.5250701904297,26.749911785125732,70.0,7,14000,523.3662119134423,225.38275146484375,279.1219787597656,0.08686448633670807
0.0,1.0,0.09769921704229322,-246.50338745117188,39.47852325439453,-0.8247185945510864,0.5393301844596863,-245.7642364501953,41.618656158447266,-0.7850466966629028,0.592259407043457,-133.84909057617188,-0.6364057660102844,0.6577174663543701,200.0,80.0,-1265.8697509765625,-1265.8697509765625,250.4690399169922,250.4690399169922,30.770383834838867,80.0,8,16000,519.9805139214568,240.19796752929688,214.12562561035156,0.39139077067375183
0.0,1.0,0.09203708190275892,-265.57745361328125,38.05965805053711,-0.8399322628974915,0.5296414494514465,-264.8753662109375,39.70562744140625,-0.7935066819190979,0.58953458070755,-146.14178466796875,-0.6461703777313232,0.65773606300354,200.0,90.0,-1257.8568115234375,-1257.8568115234375,245.69688415527344,245.69688415527344,35.08879470825195,90.0,9,18000,512.9842774498857,256.3180847167969,192.63909912109375,0.06413759291172028
0.0,1.0,0.09022358778821578,-278.4225158691406,40.34014129638672,-0.8260139226913452,0.549475908279419,-277.66259765625,42.412994384765625,-0.8770382404327393,0.47638434171676636,-155.92068481445312,-0.6355805397033691,0.6673534512519836,200.0,100.0,-1232.157470703125,-1232.157470703125,286.9319152832031,286.9319152832031,39.30718111991882,100.0,10,20000,508.8128792289571,268.17279052734375,414.705078125,0.2524528503417969
